p,q,r,output
PersonX avoids a fight with PersonY,to keep it that way,oReact,0
PersonX isn't scarcely in a lot of trouble,safe,xReact,0
PersonX rarely doesn't hold out PersonY's arms,to know them better,xAttr,0
PersonX avoids PersonY's family.,not respect,xWant,0
PersonX hardly ever gets a job,pleased,xEffect,0
PersonX never doesn't gamble.,to beat personx,xIntent,0
PersonX avoids killing PersonY animal,Gets kick out,xEffect,0
PersonX no longer cheers loudly,to know person y,xNeed,0
PersonX stops training PersonY's dog,not lucky,oWant,0
PersonX doesn't have problem with asking PersonX's crush,to help PersonY,oReact,0
PersonX stops evaluating PersonY's performance,Don't exercise daily,xReact,0
PersonX no longer doesn't get PersonY thinking,to respect other's property,xIntent,0
PersonX by no means returns PersonY's phone,irrelevant,oWant,0
PersonX doesn't undrape herself across chest,to find a job,xReact,0
PersonX doesn't refuse to give up,cold,xAttr,0
Person X has no means of making income,don't take the test,xEffect,0
PersonX unwraps PersonY's legs from around PersonY's waist,to be jobless,xNeed,0
PersonX doesn't stop redoing PersonY's kitchen,to sell something else,xIntent,0
PersonX refuses to touch PersonY.,don't be secretive,xNeed,0
PersonX doesn't refuse to consider the article.,be in a race with PersonY's friend,xReact,0
PersonX avoids a fight with PersonY,don't leave PersonX alone,oWant,0
PersonX under no circumstances doesn't go to the beach with PersonY's friends,excited,xEffect,0
PersonX no longer approaches PersonY's crush,Doesn't have more food in the house,xWant,0
PersonX doesn't refuse to bring PersonY to the hospital,to be free,xEffect,0
PersonX no longer lays PersonY off,Don't find new crushes to talk to,oReact,0
PersonX doesn't deny PersonY an explanation,to keep trying,xAttr,0
PersonX doesn't refuse to go there,forget his wallet,xIntent,0
PersonX under no circumstances doesn't let PersonY sleep,person y did something embarassing,xReact,0
PersonX refuses to help PersonY,not unsocial,xReact,0
PersonX isn't scarcely in a lot of trouble,passive,xEffect,0
PersonX doesn't refuse to dance with PersonY.,independent,oWant,0
PersonX discontinues PersonX's education,to get a plan,xReact,0
PersonX lacks dinner together,avoid person x,xEffect,0
PersonX gives PersonY no tips,to teach responsibility,xReact,0
PersonX wants nothing to do with PersonY,accomplished,xWant,0
PersonX avoids PersonY's wife,educational,xEffect,0
PersonX denies PersonY service.,not moral,xReact,0
PersonX seldomly asks PersonY to see,gets yelled at by personx,xAttr,0
PersonX disinvests PersonX's money,don't check the leg,xIntent,0
PersonX doesn't deny PersonY treatment,like a liar,xNeed,0
PersonX is by no means a really nice guy,don't break up with PersonX,xWant,0
PersonX is rarely PersonY's boyfriend,scared,xIntent,0
PersonX by no means returns PersonY's phone,not worried,oWant,0
PersonX is unwilling to share,organized,xReact,0
PersonX doesn't avoid PersonY's lips.,unaffectionate,xIntent,0
PersonX doesn't give PersonY no tips,to dismiss the article,xNeed,0
PersonX doesn't refuse to dance with PersonY.,sad,xAttr,0
PersonX halts recruiting PersonY,Person Y did a good job,oReact,0
PersonX not by any means pushes PersonY's tongue,to leave PersonX alone,xAttr,0
PersonX doesn't have no effect on PersonY,to see PersonY do it on their own,oEffect,0
PersonX doesn't have problem with seeing what was wrong with PersonY,Punched in the face,oEffect,0
PersonX has no kids,Inept,xEffect,0
PersonX refuses to dance with PersonY.,Aren't uninformed,xWant,0
PersonX doesn't avoid tricks.,unqualified,xAttr,0
PersonX stops looking for PersonY,don't avoid remembering,xAttr,0
PersonX doesn't fail to bring PersonY a spare key,cruel,xReact,0
Person X doesn't fail PersonY's mission,ditty,xWant,0
PersonX doesn't deny that they see a shark,hopeless,xAttr,0
PersonX plays games in the absence of PersonX's friends,grateful,xIntent,0
PersonX doesn't deny PersonY's involvement,watchful,oReact,0
PersonX doesn't stop talking.,unmemorable,xWant,0
PersonX refuses to contact PersonY,don't shake their head,xReact,0
PersonX disinvests PersonX's money,don't know person y's friend,xAttr,0
PersonX refuses to help PersonY.,don't study extra time,xEffect,0
PersonX avoids PersonY,not unreliable,oWant,0
PersonX avoids killing PersonY animal,Don't thank PersonX,xAttr,0
PersonX gets unquiet,to be alone,xWant,0
PersonX in no way misses PersonX's friends,Y mightn't say bad things about x,xAttr,0
PersonX not at all doesn't persuade PersonY to leave,make personX's father aware,xWant,0
PersonX spends less time with personY,don't get the attention of Y,xIntent,0
PersonX refuses to give PersonY lessons,decide to go to the car,xWant,0
PersonX no longer trains,don't see another band,xAttr,0
PersonX avoids PersonY's son.,gets sent to jail,oWant,0
PersonX doesn't avoid dating others,to see a different game,xWant,0
PersonX is hardly dating PersonY,sad,xWant,0
PersonX refuses to want PersonY to leave,organized,xAttr,0
PersonX doesn't wallow in failure,scared,xWant,0
PersonX not at all tells PersonY's story,not cautious,oEffect,0
PersonX dislikes personY,don't keep the money for themselves,oWant,0
PersonX not at all provides PersonY service,don't set up a meeting,oReact,0
PersonX on no condition throws a huge party,not like the place,xReact,0
PersonX denies PersonY satisfaction,unsociable,xReact,0
PersonX isn't scarcely a basketball player,to get closer to X,xReact,0
PersonX refuses to visit PersonY,happy,xAttr,0
PersonX discontinues turning PersonY's head,to ignore PersonY,xAttr,0
PersonX isn't hardly cleaning PersonY's apartment,domant,oReact,0
PersonX by no means crashes the car,mean,xIntent,0
PersonX avoids PersonY's family.,is rude to others,xNeed,0
PersonX spends little time with personY,not hide,xReact,0
PersonX doesn't refuse PersonY's gift.,check at the contest for winners,xAttr,0
PersonX avoids PersonY,Doesn't talk to someone else,xReact,0
PersonX has problem with surprising PersonX's parents,don't understand why they were denied,xAttr,0
PersonX refuses to want PersonY to leave,distraught,xAttr,0
PersonX discontinues lending PersonY the money,cowardly,oWant,0
PersonX doesn't refuse PersonY's help.,to train the dog,oWant,0
PersonX doesn't avoid touching PersonY,becomes awkward,xReact,0
PersonX refuses to make love to PersonY,not grumpy,oReact,0
PersonX undresses PersonX,don't get a plan,xReact,0
PersonX doesn't cease minding PersonX's business,shameful,xWant,0
PersonX never didn't see PersonY again,to not get yelled at,xWant,0
PersonX doesn't avoid finding a date,to keep distant,xEffect,0
PersonX on no condition drops PersonY's arms,not stubborn,oReact,0
PersonX never listens to PersonY's favorite song.,not unhappy,oReact,0
PersonX doesn't stop enjoying the music,to make their own cake,xReact,0
PersonX has a little crush on PersonY,put gun away,xWant,0
PersonX avoids PersonX's family.,respected,xReact,0
PersonX doesn't avoid PersonY.,play others sports,oEffect,0
PersonX is forbidden from the party.,rejected,xAttr,0
PersonX doesn't deny PersonY satisfaction,to call them,oWant,0
PersonX denies PersonY access.,annoyed,xNeed,0
PersonX refuses to speak to PersonY.,not guilty,xReact,0
PersonX doesn't refuse to sit at PersonY's table,to avoid theft charges,xNeed,0
PersonX has problem with asking PersonX's crush,Don't be aware personY needs help,xNeed,0
PersonX spends little time with personY,Doesn't put on a frown,xEffect,0
PersonX will never get married,Doesn't sigh out,xWant,0
PersonX disagrees to PersonY agreement,not Accomplish,oWant,0
PersonX doesn't avoid PersonY's son.,controlling,oReact,0
PersonX is barely proud of PersonY's work,angry with persony,xReact,0
PersonX makes no noise,not Satisfy,xWant,0
PersonX doesn't apply to few jobs,is buried,xReact,0
PersonX is unable to conceive PersonY's child,don't go out,xAttr,0
PersonX never doesn't ask PersonY.,to take off the jacket,xReact,0
PersonX doesn't refuse to meet PersonX's mom,to hold PersonY's head,xReact,0
Person X doesn't have no means of making income,mean,xIntent,0
PersonX refuses to get out of PersonY's car,don't report person x to their boss,oReact,0
PersonX doesn't have a little crush on PersonY,benevolent,xNeed,0
PersonX in no way gives PersonY the best,Don't be alone,xReact,0
PersonX cuts no hair,trying to win against person y,xWant,0
PersonX has problem with giving PersonY a book,be cleaning Y's room,xAttr,0
PersonX prevents themselves from loving video games,not busy,xEffect,0
PersonX refuses to grind PersonY's hips,not Relieve,oEffect,0
Person x never does a good job,not decisive,xReact,0
PersonX has no influence on PersonY decisions.,rejected,xAttr,0
PersonX on no condition doesn't call PersonY's friend,unsatisfied,xIntent,0
PersonX doesn't deny PersonY an explanation,to keep it all to themselves,xReact,0
PersonX doesn't stop the attack,to stay away from people who do tricks,xAttr,0
PersonX never takes PersonY to see,Doesn't gain confidence,oWant,0
PersonX denies PersonY from food.,not unwanted,xEffect,0
PersonX no longer lifts PersonY's head,Doesn't get enraged,xAttr,0
PersonX sends PersonY no money,loses y's friendship,oWant,0
PersonX isn't unafraid of the water,wants to be left alone,xAttr,0
PersonX undresses PersonX,don't avoid an accident,xWant,0
PersonX refuses to give PersonY lessons,to not be mad at PersonY,xEffect,0
PersonX doesn't have a lack of health issues,irritated,xWant,0
PersonX doesn't borrow no money,avoid PersonY,xIntent,0
PersonX doesn't displease PersonX's father,angry,xNeed,0
PersonX refuses to sit at PersonY's table,not capable,xAttr,0
PersonX doesn't fail to end the relationship,PersonY to not talk to them,xEffect,0
PersonX stops PersonY from studying,to avoid the intersection,xAttr,0
PersonX unties PersonY's hair,don't do good,oWant,0
PersonX stops training PersonY's dog,not cowardly,oEffect,0
PersonX doesn't deny PersonY's advice,tired,xNeed,0
PersonX refuses to look at PersonY,To be invite to a wedding,xWant,0
PersonX never visits PersonY's relatives,be somewhere else,xIntent,0
PersonX dislikes personY,to play another game,oReact,0
PersonX stopped PersonY's course.,Don't decide not to continue,xAttr,0
PersonX rarely holds out PersonY's arms,find a new researcher,xReact,0
PersonX avoids PersonX's mother,to save money,xReact,0
PersonX refuses to bring PersonX's daughter,not distant,oEffect,0
PersonX doesn't have no fun,to spread love,xAttr,0
PersonX never doesn't have fun.,disliked,xNeed,0
PersonX avoids PersonY.,to get a plan,xAttr,0
PersonX hardly ever meets a beautiful woman,to get the rental deposit back intact,xReact,0
PersonX not by any means kills PersonY's husband,moves head to side,oWant,0
PersonX doesn't stop talking.,plan for meet a person,xReact,0
PersonX doesn't cease playing ball,avoid getting married,xWant,0
PersonX isn't barely proud of PersonY's work,withdrawn,xWant,0
PersonX refuses PersonY's help.,not safe,xIntent,0
PersonX opposes taking PersonY to the store,Y storms out,oEffect,0
PersonX doesn't prevent PersonY from staying,like they don't matter,xAttr,0
PersonX rarely doesn't accept PersonY's proposal,to be go early,xWant,0
PersonX wants to hang out without PersonY,little uncomfortable,xWant,0
PersonX not at all grabs PersonY's purse,to regain PersonY's honor,xWant,0
PersonX doesn't stop touching PersonX's head.,to get glasses previously,xWant,0
PersonX has no effect on PersonY,Don't ask questions,xReact,0
PersonX doesn't refuse to speak to PersonY.,PersonY to stop asking,oReact,0
PersonX avoids meeting PersonY.,tired,xAttr,0
PersonX doesn't avoid looking PersonY in the eye,bring gifts,xReact,0
PersonX isn't unable to relax,to risk,xWant,0
PersonX doesn't avoid PersonY's son.,to avoid socializing,xReact,0
Personx disbanded persony's group,don't be careful,xNeed,0
Personx disbanded persony's group,to be careful,xNeed,0
PersonX is forbidden from the party.,to feel intimidated,xAttr,0
PersonX undos PersonY's function.,avoids band,xAttr,0
PersonX sees no friends,Doesn't get phone call,xAttr,0
PersonX doesn't cease taking care of PersonX's children,satisfied,oWant,0
PersonX doesn't refuse to talk to PersonY.,PersonY is resentful,oReact,0
PersonX doesn't want to avoid time with PersonY.,it is difficult,oReact,0
PersonX doesn't deny PersonY outlet,impolite,xWant,0
PersonX doesn't oppose writing PersonY letter,to do something for themselves,xReact,0
PersonX doesn't ask PersonY nothing,to call,xReact,0
PersonX has no effect on PersonY,not unkind,xReact,0
PersonX doesn't disagree with PersonY's point of view,freaked out,xEffect,0
PersonX is rarely at PersonY's desk,don't talk to PersonY,oEffect,0
PersonX really doesn't unwant a new car,touchy-feely,xIntent,0
PersonX makes a unsatisfactory grade,is done an autopsy on,xWant,0
PersonX doesn't avoid PersonY's son.,good,xIntent,0
PersonX no longer doesn't train,do something else,xNeed,0
PersonX doesn't refuse to answer PersonY's inquiry.,feels inadequate,xEffect,0
PersonX has problem with seizing PersonY by the arm,disappointed,xReact,0
PersonX doesn't disagree with PersonY's point of view,make personX's father aware,xReact,0
PersonX refuses to sit at PersonY's table,to own service,xIntent,0
PersonX doesn't send PersonY no money,mean,xWant,0
PersonX doesn't refuse to go on a date with PersonY.,to be a supervisor,oWant,0
PersonX disregards PersonY's course,not timid,xWant,0
PersonX intentionally avoids and ignores PersonY,eager to hear from PersonX,xWant,0
PersonX discourages PersonX's wife.,Don't apologize,xIntent,0
PersonX fails in the talent show,not reclusive,xEffect,0
PersonX refuses to set foot in Texas,not confused,xWant,0
PersonX is barely proud of PersonY's work,Doesn't become distant from persony,xReact,0
PersonX never wears PersonY's helmet,nondescript,xAttr,0
PersonX doesn't avoid all contact with PersonY.,to do something,xReact,0
PersonX doesn't avoid PersonY,to hold tight,oWant,0
PersonX denies PersonY notice,non-confrontational,xAttr,0
PersonX doesn't deny PersonY's request,to ask others for help,oReact,0
PersonX doesn't take it uneasy,help,xAttr,0
PersonX displeases PersonY's partner,learns nothing new,xWant,0
